 
 
 t=           1
 i=         205
--->h_desplazatua_gorde(i)    0.21835175234422E-06
--->kontzentrazioa_gorde(i)    0.66700000000000E-07
--->u_gorde(i)   -0.83367451774215E-06    0.24444587589391E-05   -0.39240000000000E-06
--->h_gorde(i)    0.21880183781083E-06
 i=         206
--->h_desplazatua_gorde(i)    0.21866423104979E-06
--->kontzentrazioa_gorde(i)    0.66700000000000E-07
--->u_gorde(i)    0.15874777521656E-05    0.47156350262833E-05   -0.56386908567839E-06
--->h_gorde(i)    0.21916338386490E-06
 i=         207
--->h_desplazatua_gorde(i)    0.22005116248593E-06
--->kontzentrazioa_gorde(i)    0.66700000000000E-07
--->u_gorde(i)    0.37756270363962E-05    0.45111561797816E-05   -0.67292673813949E-06
--->h_gorde(i)    0.21959315260949E-06
 i=         208
--->h_desplazatua_gorde(i)    0.22060659104686E-06
--->kontzentrazioa_gorde(i)    0.66700000000000E-07
--->u_gorde(i)   -0.46784934756148E-05    0.20662654349713E-05   -0.73675858508814E-06
--->h_gorde(i)    0.21964970999305E-06
 i=         209
--->h_desplazatua_gorde(i)    0.21955863629065E-06
--->kontzentrazioa_gorde(i)    0.66700000000000E-07
--->u_gorde(i)   -0.32215364879991E-05   -0.45006592113749E-05   -0.76992264545734E-06
--->h_gorde(i)    0.21927831063245E-06
 i=         210
--->h_desplazatua_gorde(i)    0.21848098015694E-06
--->kontzentrazioa_gorde(i)    0.66700000000000E-07
--->u_gorde(i)   -0.24239758739328E-05    0.72839541962538E-06   -0.77733399942287E-06
--->h_gorde(i)    0.21821623927107E-06
 i=         211
--->h_desplazatua_gorde(i)    0.21893160878056E-06
--->kontzentrazioa_gorde(i)    0.66700000000000E-07
--->u_gorde(i)    0.37331932009982E-05    0.69021407099126E-07   -0.79287368743075E-06
--->h_gorde(i)    0.21874162317428E-06
 i=         212
--->h_desplazatua_gorde(i)    0.21919249094005E-06
--->kontzentrazioa_gorde(i)    0.66700000000000E-07
--->u_gorde(i)   -0.52461200166239E-06    0.31929195795569E-05   -0.79991663770029E-06
--->h_gorde(i)    0.21883374776605E-06
 i=         213
--->h_desplazatua_gorde(i)    0.21917788856234E-06
--->kontzentrazioa_gorde(i)    0.66700000000000E-07
--->u_gorde(i)   -0.95006676700320E-06    0.33938226676296E-06   -0.81041934674418E-06
--->h_gorde(i)    0.21927693995397E-06
 i=         214
--->h_desplazatua_gorde(i)    0.21886082600706E-06
--->kontzentrazioa_gorde(i)    0.66700000000000E-07
--->u_gorde(i)    0.43100316839632E-06    0.24354919159327E-05   -0.81015001143085E-06
--->h_gorde(i)    0.21897429878830E-06
 i=         215
--->h_desplazatua_gorde(i)    0.21884070189565E-06
--->kontzentrazioa_gorde(i)    0.66700000000000E-07
--->u_gorde(i)    0.15686293851428E-07   -0.11291970127588E-05   -0.81473268631385E-06
--->h_gorde(i)    0.21917679014889E-06
 i=         216
--->h_desplazatua_gorde(i)    0.21952773060805E-06
--->kontzentrazioa_gorde(i)    0.66700000000000E-07
--->u_gorde(i)    0.30509975657101E-05    0.41105295705831E-05   -0.80980013376474E-06
--->h_gorde(i)    0.21872832380932E-06
 i=         217
--->h_desplazatua_gorde(i)    0.22047975117886E-06
--->kontzentrazioa_gorde(i)    0.66700000000000E-07
--->u_gorde(i)   -0.16957255851499E-05   -0.29615326847564E-05   -0.81827925327301E-06
--->h_gorde(i)    0.21936695562531E-06
 i=         218
--->h_desplazatua_gorde(i)    0.21964382718738E-06
--->kontzentrazioa_gorde(i)    0.66700000000000E-07
--->u_gorde(i)    0.83939480124332E-06   -0.34284916435236E-05   -0.80789663305679E-06
--->h_gorde(i)    0.21852138079596E-06
 i=         219
--->h_desplazatua_gorde(i)    0.21915359769866E-06
--->kontzentrazioa_gorde(i)    0.66700000000000E-07
