 
 
 t=           1
 i=         205
--->h_desplazatua_gorde(i)    0.21882534765541E-06
--->kontzentrazioa_gorde(i)    0.48782907664735E-03
--->u_gorde(i)    0.78926756793148E-07    0.18049819500302E-05   -0.19620000000000E-07
--->h_gorde(i)    0.21880183781083E-06
 i=         206
--->h_desplazatua_gorde(i)    0.21883520469284E-06
--->kontzentrazioa_gorde(i)   -0.38177712252243E-03
--->u_gorde(i)    0.40996317386899E-05    0.51533791307605E-04   -0.19913497493069E-07
--->h_gorde(i)    0.21881517843125E-06
 i=         207
--->h_desplazatua_gorde(i)    0.21909916991041E-06
--->kontzentrazioa_gorde(i)    0.18449821711331E-03
--->u_gorde(i)    0.45213848976085E-05   -0.24315163595099E-04   -0.19487964301377E-07
--->h_gorde(i)    0.21918655643704E-06
 i=         208
--->h_desplazatua_gorde(i)    0.21878378928657E-06
--->kontzentrazioa_gorde(i)    0.28410562444601E-03
--->u_gorde(i)    0.92986593378947E-06    0.72245578707530E-05   -0.19400250827197E-07
--->h_gorde(i)    0.21872088316608E-06
 i=         209
--->h_desplazatua_gorde(i)    0.21878908454102E-06
--->kontzentrazioa_gorde(i)   -0.23957376075448E-03
--->u_gorde(i)   -0.87877948165643E-07    0.37080487155527E-04   -0.19841459897721E-07
--->h_gorde(i)    0.21881086942262E-06
 i=         210
--->h_desplazatua_gorde(i)    0.21899195794858E-06
--->kontzentrazioa_gorde(i)    0.46522155040758E-03
--->u_gorde(i)   -0.31732868287064E-05   -0.13990678217231E-04   -0.19240678023118E-07
--->h_gorde(i)    0.21908917215748E-06
 i=         211
--->h_desplazatua_gorde(i)    0.21881492837758E-06
--->kontzentrazioa_gorde(i)   -0.45590760982525E-03
--->u_gorde(i)   -0.17537682597655E-05    0.43812412288244E-04   -0.20021743212431E-07
--->h_gorde(i)    0.21876940436844E-06
 i=         212
--->h_desplazatua_gorde(i)    0.21904875286675E-06
--->kontzentrazioa_gorde(i)    0.43602152155502E-03
--->u_gorde(i)   -0.45903519378263E-05   -0.29338698518632E-04   -0.19267952202487E-07
--->h_gorde(i)    0.21910056921929E-06
 i=         213
--->h_desplazatua_gorde(i)    0.21877219738362E-06
--->kontzentrazioa_gorde(i)    0.43100562518888E-03
--->u_gorde(i)    0.42177311203278E-05    0.33209167863201E-04   -0.19272259463729E-07
--->h_gorde(i)    0.21866847184953E-06
 i=         214
--->h_desplazatua_gorde(i)    0.21896865648646E-06
--->kontzentrazioa_gorde(i)    0.27237956729062E-03
--->u_gorde(i)   -0.81466334691076E-06    0.58830198963573E-04   -0.19397712122455E-07
--->h_gorde(i)    0.21899345291125E-06
 i=         215
--->h_desplazatua_gorde(i)    0.21923283631248E-06
--->kontzentrazioa_gorde(i)    0.10450434430340E-03
--->u_gorde(i)   -0.26634752638163E-05    0.53467469378240E-04   -0.19543631000022E-07
--->h_gorde(i)    0.21929973687030E-06
 i=         216
--->h_desplazatua_gorde(i)    0.21924005790671E-06
--->kontzentrazioa_gorde(i)   -0.27609974323531E-03
--->u_gorde(i)    0.27642779494328E-05    0.23157413817444E-04   -0.19880206903486E-07
--->h_gorde(i)    0.21931112867103E-06
 i=         217
--->h_desplazatua_gorde(i)    0.21903877650201E-06
--->kontzentrazioa_gorde(i)   -0.43516410670024E-03
--->u_gorde(i)   -0.29423204427060E-05   -0.26816261366445E-04   -0.20033379242016E-07
--->h_gorde(i)    0.21907707170559E-06
 i=         218
--->h_desplazatua_gorde(i)    0.21867474153540E-06
--->kontzentrazioa_gorde(i)   -0.50474394929513E-05
--->u_gorde(i)    0.18418842913639E-05   -0.60535291404219E-04   -0.19663854078374E-07
--->h_gorde(i)    0.21864930732191E-06
 i=         219
--->h_desplazatua_gorde(i)    0.21844955425438E-06
